user_id,session_id,event_timestamp,event_name,page_title,page_location,traffic_source,medium,device_category,country,product_name,event_value,event_date,event_hour
U00018,S00018,2026-06-14 10:38:48.721158,page_view,Homepage,/home,referral,referral,mobile,United Kingdom,Not Applicable,0.0,2026-06-14,10
U00019,S00019,2026-06-12 10:08:48.721158,page_view,Homepage,/home,referral,referral,mobile,United Kingdom,Not Applicable,0.0,2026-06-12,10
U00019,S00019,2026-06-12 10:10:48.721158,view_item,Product Page,/product,referral,referral,mobile,United Kingdom,Shakespeare's Sonnets,0.0,2026-06-12,10
U00020,S00020,2026-06-02 16:04:48.721158,page_view,Homepage,/home,linkedin,none,tablet,Poland,Not Applicable,0.0,2026-06-02,16
U00021,S00021,2026-06-05 22:37:48.721158,page_view,Homepage,/home,facebook,email,mobile,Canada,Not Applicable,0.0,2026-06-05,22
U00021,S00021,2026-06-05 22:39:48.721158,view_item,Product Page,/product,facebook,email,mobile,Canada,The Black Maria,0.0,2026-06-05,22
U00021,S00021,2026-06-05 22:41:48.721158,add_to_cart,Cart,/cart,facebook,email,mobile,Canada,The Black Maria,52.15,2026-06-05,22
U00021,S00021,2026-06-05 22:44:48.721158,begin_checkout,Checkout,/checkout,facebook,email,mobile,Canada,The Black Maria,52.15,2026-06-05,22
U00021,S00021,2026-06-05 22:47:48.721158,purchase,Purchase Confirmation,/purchase,facebook,email,mobile,Canada,The Black Maria,52.15,2026-06-05,22
U00022,S00022,2026-06-15 14:02:48.721158,page_view,Homepage,/home,facebook,paid,desktop,United States,Not Applicable,0.0,2026-06-15,14
U00022,S00022,2026-06-15 14:04:48.721158,view_item,Product Page,/product,facebook,paid,desktop,United States,A Light in the Attic,0.0,2026-06-15,14
U00022,S00022,2026-06-15 14:06:48.721158,add_to_cart,Cart,/cart,facebook,paid,desktop,United States,A Light in the Attic,51.77,2026-06-15,14
U00022,S00022,2026-06-15 14:09:48.721158,begin_checkout,Checkout,/checkout,facebook,paid,desktop,United States,A Light in the Attic,51.77,2026-06-15,14
U00022,S00022,2026-06-15 14:12:48.721158,purchase,Purchase Confirmation,/purchase,facebook,paid,desktop,United States,A Light in the Attic,51.77,2026-06-15,14
U00023,S00023,2026-06-25 00:55:48.721158,page_view,Homepage,/home,direct,referral,desktop,United Kingdom,Not Applicable,0.0,2026-06-25,0
U00023,S00023,2026-06-25 00:57:48.721158,view_item,Product Page,/product,direct,referral,desktop,United Kingdom,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),0.0,2026-06-25,0
U00024,S00024,2026-06-27 05:34:48.721158,page_view,Homepage,/home,google,email,tablet,United Kingdom,Not Applicable,0.0,2026-06-27,5
U00024,S00024,2026-06-27 05:36:48.721158,view_item,Product Page,/product,google,email,tablet,United Kingdom,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",0.0,2026-06-27,5
U00025,S00025,2026-06-01 03:28:48.721158,page_view,Homepage,/home,direct,email,desktop,United Kingdom,Not Applicable,0.0,2026-06-01,3
U00025,S00025,2026-06-01 03:30:48.721158,view_item,Product Page,/product,direct,email,desktop,United Kingdom,Shakespeare's Sonnets,0.0,2026-06-01,3
U00026,S00026,2026-06-18 05:37:48.721158,page_view,Homepage,/home,linkedin,paid,tablet,Nigeria,Not Applicable,0.0,2026-06-18,5
U00026,S00026,2026-06-18 05:39:48.721158,view_item,Product Page,/product,linkedin,paid,tablet,Nigeria,Set Me Free,0.0,2026-06-18,5
U00027,S00027,2026-06-05 22:17:48.721158,page_view,Homepage,/home,email,paid,mobile,Germany,Not Applicable,0.0,2026-06-05,22
U00028,S00028,2026-06-28 13:09:48.721158,page_view,Homepage,/home,facebook,paid,mobile,United Kingdom,Not Applicable,0.0,2026-06-28,13
U00029,S00029,2026-06-25 16:21:48.721158,page_view,Homepage,/home,linkedin,email,mobile,United States,Not Applicable,0.0,2026-06-25,16
U00030,S00030,2026-06-26 04:02:48.721158,page_view,Homepage,/home,direct,none,mobile,Poland,Not Applicable,0.0,2026-06-26,4
U00030,S00030,2026-06-26 04:04:48.721158,view_item,Product Page,/product,direct,none,mobile,Poland,Libertarianism for Beginners,0.0,2026-06-26,4
U00031,S00031,2026-06-28 19:22:48.721158,page_view,Homepage,/home,referral,none,mobile,Germany,Not Applicable,0.0,2026-06-28,19
U00031,S00031,2026-06-28 19:24:48.721158,view_item,Product Page,/product,referral,none,mobile,Germany,The Dirty Little Secrets of Getting Your Dream Job,0.0,2026-06-28,19
U00032,S00032,2026-06-19 21:13:48.721158,page_view,Homepage,/home,referral,social,mobile,Poland,Not Applicable,0.0,2026-06-19,21
U00032,S00032,2026-06-19 21:15:48.721158,view_item,Product Page,/product,referral,social,mobile,Poland,The Dirty Little Secrets of Getting Your Dream Job,0.0,2026-06-19,21
U00033,S00033,2026-06-14 05:28:48.721158,page_view,Homepage,/home,referral,organic,desktop,United Kingdom,Not Applicable,0.0,2026-06-14,5
U00033,S00033,2026-06-14 05:30:48.721158,view_item,Product Page,/product,referral,organic,desktop,United Kingdom,A Light in the Attic,0.0,2026-06-14,5
U00033,S00033,2026-06-14 05:32:48.721158,add_to_cart,Cart,/cart,referral,organic,desktop,United Kingdom,A Light in the Attic,51.77,2026-06-14,5
U00033,S00033,2026-06-14 05:35:48.721158,begin_checkout,Checkout,/checkout,referral,organic,desktop,United Kingdom,A Light in the Attic,51.77,2026-06-14,5
U00033,S00033,2026-06-14 05:38:48.721158,purchase,Purchase Confirmation,/purchase,referral,organic,desktop,United Kingdom,A Light in the Attic,51.77,2026-06-14,5
U00034,S00034,2026-06-28 02:17:48.721158,page_view,Homepage,/home,email,referral,desktop,United Kingdom,Not Applicable,0.0,2026-06-28,2
U00034,S00034,2026-06-28 02:19:48.721158,view_item,Product Page,/product,email,referral,desktop,United Kingdom,Libertarianism for Beginners,0.0,2026-06-28,2
U00034,S00034,2026-06-28 02:21:48.721158,add_to_cart,Cart,/cart,email,referral,desktop,United Kingdom,Libertarianism for Beginners,51.33,2026-06-28,2
U00034,S00034,2026-06-28 02:24:48.721158,begin_checkout,Checkout,/checkout,email,referral,desktop,United Kingdom,Libertarianism for Beginners,51.33,2026-06-28,2
U00035,S00035,2026-06-28 00:35:48.721158,page_view,Homepage,/home,google,email,mobile,Canada,Not Applicable,0.0,2026-06-28,0
U00036,S00036,2026-06-26 11:27:48.721158,page_view,Homepage,/home,google,referral,desktop,United States,Not Applicable,0.0,2026-06-26,11
U00036,S00036,2026-06-26 11:29:48.721158,view_item,Product Page,/product,google,referral,desktop,United States,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),0.0,2026-06-26,11
U00037,S00037,2026-06-24 08:00:48.721158,page_view,Homepage,/home,linkedin,organic,desktop,Poland,Not Applicable,0.0,2026-06-24,8
U00038,S00038,2026-06-27 20:19:48.721158,page_view,Homepage,/home,facebook,email,tablet,United States,Not Applicable,0.0,2026-06-27,20
U00038,S00038,2026-06-27 20:21:48.721158,view_item,Product Page,/product,facebook,email,tablet,United States,Rip it Up and Start Again,0.0,2026-06-27,20
U00038,S00038,2026-06-27 20:23:48.721158,add_to_cart,Cart,/cart,facebook,email,tablet,United States,Rip it Up and Start Again,35.02,2026-06-27,20
U00038,S00038,2026-06-27 20:26:48.721158,begin_checkout,Checkout,/checkout,facebook,email,tablet,United States,Rip it Up and Start Again,35.02,2026-06-27,20
U00039,S00039,2026-06-10 21:54:48.721158,page_view,Homepage,/home,email,none,desktop,Nigeria,Not Applicable,0.0,2026-06-10,21
U00040,S00040,2026-06-21 19:48:48.721158,page_view,Homepage,/home,facebook,email,mobile,Germany,Not Applicable,0.0,2026-06-21,19
U00041,S00041,2026-06-01 17:59:48.721158,page_view,Homepage,/home,linkedin,referral,desktop,United Kingdom,Not Applicable,0.0,2026-06-01,17
U00041,S00041,2026-06-01 18:01:48.721158,view_item,Product Page,/product,linkedin,referral,desktop,United Kingdom,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),0.0,2026-06-01,18
U00042,S00042,2026-06-21 14:17:48.721158,page_view,Homepage,/home,direct,email,desktop,Germany,Not Applicable,0.0,2026-06-21,14
U00042,S00042,2026-06-21 14:19:48.721158,view_item,Product Page,/product,direct,email,desktop,Germany,The Black Maria,0.0,2026-06-21,14
U00042,S00042,2026-06-21 14:21:48.721158,add_to_cart,Cart,/cart,direct,email,desktop,Germany,The Black Maria,52.15,2026-06-21,14
U00043,S00043,2026-06-09 16:40:48.721158,page_view,Homepage,/home,email,referral,desktop,United Kingdom,Not Applicable,0.0,2026-06-09,16
U00043,S00043,2026-06-09 16:42:48.721158,view_item,Product Page,/product,email,referral,desktop,United Kingdom,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",0.0,2026-06-09,16
U00043,S00043,2026-06-09 16:44:48.721158,add_to_cart,Cart,/cart,email,referral,desktop,United Kingdom,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,2026-06-09,16
U00044,S00044,2026-06-24 00:09:48.721158,page_view,Homepage,/home,facebook,email,mobile,Canada,Not Applicable,0.0,2026-06-24,0
U00044,S00044,2026-06-24 00:11:48.721158,view_item,Product Page,/product,facebook,email,mobile,Canada,Shakespeare's Sonnets,0.0,2026-06-24,0
U00045,S00045,2026-06-08 06:53:48.721158,page_view,Homepage,/home,facebook,social,mobile,Canada,Not Applicable,0.0,2026-06-08,6
U00046,S00046,2026-06-25 02:10:48.721158,page_view,Homepage,/home,google,paid,mobile,Canada,Not Applicable,0.0,2026-06-25,2
U00046,S00046,2026-06-25 02:12:48.721158,view_item,Product Page,/product,google,paid,mobile,Canada,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,0.0,2026-06-25,2
U00046,S00046,2026-06-25 02:14:48.721158,add_to_cart,Cart,/cart,google,paid,mobile,Canada,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,2026-06-25,2
U00047,S00047,2026-06-27 02:40:48.721158,page_view,Homepage,/home,email,organic,desktop,Poland,Not Applicable,0.0,2026-06-27,2
U00047,S00047,2026-06-27 02:42:48.721158,view_item,Product Page,/product,email,organic,desktop,Poland,The Requiem Red,0.0,2026-06-27,2
U00047,S00047,2026-06-27 02:44:48.721158,add_to_cart,Cart,/cart,email,organic,desktop,Poland,The Requiem Red,22.65,2026-06-27,2
U00048,S00048,2026-06-09 04:00:48.721158,page_view,Homepage,/home,google,social,desktop,Nigeria,Not Applicable,0.0,2026-06-09,4
U00048,S00048,2026-06-09 04:02:48.721158,view_item,Product Page,/product,google,social,desktop,Nigeria,The Black Maria,0.0,2026-06-09,4
U00048,S00048,2026-06-09 04:04:48.721158,add_to_cart,Cart,/cart,google,social,desktop,Nigeria,The Black Maria,52.15,2026-06-09,4
U00049,S00049,2026-06-14 22:25:48.721158,page_view,Homepage,/home,google,social,desktop,United States,Not Applicable,0.0,2026-06-14,22
U00049,S00049,2026-06-14 22:27:48.721158,view_item,Product Page,/product,google,social,desktop,United States,Rip it Up and Start Again,0.0,2026-06-14,22
U00049,S00049,2026-06-14 22:29:48.721158,add_to_cart,Cart,/cart,google,social,desktop,United States,Rip it Up and Start Again,35.02,2026-06-14,22
U00049,S00049,2026-06-14 22:32:48.721158,begin_checkout,Checkout,/checkout,google,social,desktop,United States,Rip it Up and Start Again,35.02,2026-06-14,22
U00050,S00050,2026-06-26 20:07:48.721158,page_view,Homepage,/home,facebook,paid,desktop,Canada,Not Applicable,0.0,2026-06-26,20
U00050,S00050,2026-06-26 20:09:48.721158,view_item,Product Page,/product,facebook,paid,desktop,Canada,Olio,0.0,2026-06-26,20
U00051,S00051,2026-06-24 13:52:48.721158,page_view,Homepage,/home,email,social,mobile,United Kingdom,Not Applicable,0.0,2026-06-24,13
U00051,S00051,2026-06-24 13:54:48.721158,view_item,Product Page,/product,email,social,mobile,United Kingdom,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),0.0,2026-06-24,13
U00051,S00051,2026-06-24 13:56:48.721158,add_to_cart,Cart,/cart,email,social,mobile,United Kingdom,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,2026-06-24,13
U00051,S00051,2026-06-24 13:59:48.721158,begin_checkout,Checkout,/checkout,email,social,mobile,United Kingdom,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,2026-06-24,13
U00051,S00051,2026-06-24 14:02:48.721158,purchase,Purchase Confirmation,/purchase,email,social,mobile,United Kingdom,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,2026-06-24,14
U00052,S00052,2026-06-09 02:28:48.721158,page_view,Homepage,/home,linkedin,paid,desktop,United Kingdom,Not Applicable,0.0,2026-06-09,2
U00052,S00052,2026-06-09 02:30:48.721158,view_item,Product Page,/product,linkedin,paid,desktop,United Kingdom,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",0.0,2026-06-09,2
U00053,S00053,2026-06-15 03:54:48.721158,page_view,Homepage,/home,email,none,mobile,Canada,Not Applicable,0.0,2026-06-15,3
U00053,S00053,2026-06-15 03:56:48.721158,view_item,Product Page,/product,email,none,mobile,Canada,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),0.0,2026-06-15,3
U00053,S00053,2026-06-15 03:58:48.721158,add_to_cart,Cart,/cart,email,none,mobile,Canada,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,2026-06-15,3
U00054,S00054,2026-06-30 16:40:48.721158,page_view,Homepage,/home,google,organic,desktop,United States,Not Applicable,0.0,2026-06-30,16
U00054,S00054,2026-06-30 16:42:48.721158,view_item,Product Page,/product,google,organic,desktop,United States,Shakespeare's Sonnets,0.0,2026-06-30,16
U00054,S00054,2026-06-30 16:44:48.721158,add_to_cart,Cart,/cart,google,organic,desktop,United States,Shakespeare's Sonnets,20.66,2026-06-30,16
U00055,S00055,2026-06-28 17:04:48.721158,page_view,Homepage,/home,email,organic,mobile,Germany,Not Applicable,0.0,2026-06-28,17
U00056,S00056,2026-06-04 09:13:48.721158,page_view,Homepage,/home,direct,none,mobile,United Kingdom,Not Applicable,0.0,2026-06-04,9
U00056,S00056,2026-06-04 09:15:48.721158,view_item,Product Page,/product,direct,none,mobile,United Kingdom,"Starving Hearts (Triangular Trade Trilogy, #1)",0.0,2026-06-04,9
U00056,S00056,2026-06-04 09:17:48.721158,add_to_cart,Cart,/cart,direct,none,mobile,United Kingdom,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2026-06-04,9
U00056,S00056,2026-06-04 09:20:48.721158,begin_checkout,Checkout,/checkout,direct,none,mobile,United Kingdom,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2026-06-04,9
U00057,S00057,2026-06-22 02:31:48.721158,page_view,Homepage,/home,direct,social,mobile,Germany,Not Applicable,0.0,2026-06-22,2
U00057,S00057,2026-06-22 02:33:48.721158,view_item,Product Page,/product,direct,social,mobile,Germany,Libertarianism for Beginners,0.0,2026-06-22,2
U00058,S00058,2026-06-12 13:48:48.721158,page_view,Homepage,/home,direct,none,mobile,Germany,Not Applicable,0.0,2026-06-12,13
U00058,S00058,2026-06-12 13:50:48.721158,view_item,Product Page,/product,direct,none,mobile,Germany,Soumission,0.0,2026-06-12,13
U00059,S00059,2026-06-23 15:38:48.721158,page_view,Homepage,/home,google,organic,desktop,Germany,Not Applicable,0.0,2026-06-23,15
U00059,S00059,2026-06-23 15:40:48.721158,view_item,Product Page,/product,google,organic,desktop,Germany,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",0.0,2026-06-23,15
U00060,S00060,2026-06-11 21:07:48.721158,page_view,Homepage,/home,facebook,referral,desktop,Germany,Not Applicable,0.0,2026-06-11,21
U00061,S00061,2026-06-04 01:20:48.721158,page_view,Homepage,/home,email,none,desktop,United Kingdom,Not Applicable,0.0,2026-06-04,1
U00062,S00062,2026-06-27 13:24:48.721158,page_view,Homepage,/home,referral,referral,desktop,Canada,Not Applicable,0.0,2026-06-27,13
U00062,S00062,2026-06-27 13:26:48.721158,view_item,Product Page,/product,referral,referral,desktop,Canada,It's Only the Himalayas,0.0,2026-06-27,13
U00063,S00063,2026-06-19 03:01:48.721158,page_view,Homepage,/home,linkedin,paid,tablet,Germany,Not Applicable,0.0,2026-06-19,3
U00063,S00063,2026-06-19 03:03:48.721158,view_item,Product Page,/product,linkedin,paid,tablet,Germany,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",0.0,2026-06-19,3
U00064,S00064,2026-06-26 16:35:48.721158,page_view,Homepage,/home,referral,none,mobile,Poland,Not Applicable,0.0,2026-06-26,16
U00064,S00064,2026-06-26 16:37:48.721158,view_item,Product Page,/product,referral,none,mobile,Poland,Libertarianism for Beginners,0.0,2026-06-26,16
U00065,S00065,2026-06-27 15:25:48.721158,page_view,Homepage,/home,facebook,social,desktop,Canada,Not Applicable,0.0,2026-06-27,15
U00066,S00066,2026-06-07 14:04:48.721158,page_view,Homepage,/home,email,none,tablet,Nigeria,Not Applicable,0.0,2026-06-07,14
U00066,S00066,2026-06-07 14:06:48.721158,view_item,Product Page,/product,email,none,tablet,Nigeria,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,0.0,2026-06-07,14
U00067,S00067,2026-06-02 22:42:48.721158,page_view,Homepage,/home,linkedin,organic,desktop,Poland,Not Applicable,0.0,2026-06-02,22
U00067,S00067,2026-06-02 22:44:48.721158,view_item,Product Page,/product,linkedin,organic,desktop,Poland,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",0.0,2026-06-02,22
U00067,S00067,2026-06-02 22:46:48.721158,add_to_cart,Cart,/cart,linkedin,organic,desktop,Poland,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,2026-06-02,22
U00067,S00067,2026-06-02 22:49:48.721158,begin_checkout,Checkout,/checkout,linkedin,organic,desktop,Poland,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,2026-06-02,22
U00068,S00068,2026-06-26 10:00:48.721158,page_view,Homepage,/home,facebook,organic,desktop,Poland,Not Applicable,0.0,2026-06-26,10
U00068,S00068,2026-06-26 10:02:48.721158,view_item,Product Page,/product,facebook,organic,desktop,Poland,The Black Maria,0.0,2026-06-26,10
U00069,S00069,2026-06-23 04:52:48.721158,page_view,Homepage,/home,email,social,mobile,Nigeria,Not Applicable,0.0,2026-06-23,4
U00069,S00069,2026-06-23 04:54:48.721158,view_item,Product Page,/product,email,social,mobile,Nigeria,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",0.0,2026-06-23,4
U00069,S00069,2026-06-23 04:56:48.721158,add_to_cart,Cart,/cart,email,social,mobile,Nigeria,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,2026-06-23,4
U00070,S00070,2026-06-24 05:58:48.721158,page_view,Homepage,/home,linkedin,referral,mobile,Nigeria,Not Applicable,0.0,2026-06-24,5
U00070,S00070,2026-06-24 06:00:48.721158,view_item,Product Page,/product,linkedin,referral,mobile,Nigeria,Rip it Up and Start Again,0.0,2026-06-24,6
U00070,S00070,2026-06-24 06:02:48.721158,add_to_cart,Cart,/cart,linkedin,referral,mobile,Nigeria,Rip it Up and Start Again,35.02,2026-06-24,6
U00070,S00070,2026-06-24 06:05:48.721158,begin_checkout,Checkout,/checkout,linkedin,referral,mobile,Nigeria,Rip it Up and Start Again,35.02,2026-06-24,6
U00070,S00070,2026-06-24 06:08:48.721158,purchase,Purchase Confirmation,/purchase,linkedin,referral,mobile,Nigeria,Rip it Up and Start Again,35.02,2026-06-24,6
U00071,S00071,2026-06-07 08:02:48.721158,page_view,Homepage,/home,email,paid,mobile,Nigeria,Not Applicable,0.0,2026-06-07,8
U00071,S00071,2026-06-07 08:04:48.721158,view_item,Product Page,/product,email,paid,mobile,Nigeria,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",0.0,2026-06-07,8
U00071,S00071,2026-06-07 08:06:48.721158,add_to_cart,Cart,/cart,email,paid,mobile,Nigeria,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,2026-06-07,8
U00071,S00071,2026-06-07 08:09:48.721158,begin_checkout,Checkout,/checkout,email,paid,mobile,Nigeria,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,2026-06-07,8
U00071,S00071,2026-06-07 08:12:48.721158,purchase,Purchase Confirmation,/purchase,email,paid,mobile,Nigeria,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,2026-06-07,8
U00072,S00072,2026-06-17 17:28:48.721158,page_view,Homepage,/home,facebook,social,mobile,Canada,Not Applicable,0.0,2026-06-17,17
U00073,S00073,2026-06-22 17:09:48.721158,page_view,Homepage,/home,linkedin,referral,desktop,Canada,Not Applicable,0.0,2026-06-22,17
U00073,S00073,2026-06-22 17:11:48.721158,view_item,Product Page,/product,linkedin,referral,desktop,Canada,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,0.0,2026-06-22,17
U00074,S00074,2026-07-01 04:31:48.721158,page_view,Homepage,/home,facebook,social,desktop,Germany,Not Applicable,0.0,2026-07-01,4
U00075,S00075,2026-06-27 02:42:48.721158,page_view,Homepage,/home,google,none,desktop,United States,Not Applicable,0.0,2026-06-27,2
U00075,S00075,2026-06-27 02:44:48.721158,view_item,Product Page,/product,google,none,desktop,United States,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",0.0,2026-06-27,2
U00076,S00076,2026-06-07 02:59:48.721158,page_view,Homepage,/home,google,email,desktop,United Kingdom,Not Applicable,0.0,2026-06-07,2
U00076,S00076,2026-06-07 03:01:48.721158,view_item,Product Page,/product,google,email,desktop,United Kingdom,Set Me Free,0.0,2026-06-07,3
U00077,S00077,2026-06-24 02:42:48.721158,page_view,Homepage,/home,facebook,social,desktop,Canada,Not Applicable,0.0,2026-06-24,2
